#time   T_ave
10320 1054.46777894015
10350 1055.89600321502
10380 1057.310322981
10410 1058.68981217675
10440 1060.08856242692
10470 1040.03868089938
10500 1041.52211984146
10530 1043.00004611211
10560 1044.38894913428
10590 1045.93310437418
10620 1047.39415241402
10650 1048.81324492874
10680 1050.16004776801
10710 1051.53401459213
10740 1053.02510513082
10770 1054.39162846035
10800 1055.81329442367
10830 1057.08841251989
10860 1058.63328443133
10890 1059.97660706592
10920 1061.50711154645
10950 1062.92454554407
10980 1064.35709029892
11010 1044.27981299294
11040 1045.54667927085
11070 1046.90237410343
11100 1048.2011083341
11130 1049.57902907841
11160 1051.19441205044
11190 1052.57993087606
11220 1053.83593396061
11250 1055.03608629448
11280 1056.43478103937
11310 1057.9253102247
11340 1059.41549100046
11370 1060.72299498613
11400 1062.15945572724
11430 1063.37041105969
11460 1064.85057778833
11490 1066.16741479758
11520 1067.76412763538
11550 1069.17480670993
11580 1048.99962275636
11610 1050.34395981322
11640 1051.6042498242
11670 1053.09835763596
11700 1054.39474750609
11730 1055.91483736821
11760 1057.32928763995
11790 1058.73473963456
11820 1060.32307527079
11850 1061.70718760394
11880 1063.13233513297
11910 1064.62365858764
11940 1065.8550375813
11970 1067.24230717597
12000 1068.55829727862
12030 1069.9836891129
12060 1071.51002650943
12090 1073.05900611798
12120 1052.51497046383
12150 1053.90538435209
12180 1055.21838344695
12210 1056.61278678858
12240 1057.96466119731
12270 1059.49573774374
12300 1060.96033652581
12330 1062.23276503729
12360 1063.61218557585
12390 1065.13187288275
12420 1066.61859879603
12450 1068.16855879352
12480 1069.56933995846
12510 1070.88990214989
12540 1072.11090055123
12570 1073.47849755105
12600 1074.91258307699
12630 1076.29281673476
12660 1056.05613544934
12690 1057.37785141019
12720 1058.92136696333
12750 1060.32847485315
12780 1061.48967401711
12810 1062.97791020239
12840 1064.16522967727
12870 1065.70478471559
12900 1067.0602525252
12930 1068.38166906892
12960 1070.04438970224
12990 1071.26842203683
13020 1072.58239836781
13050 1074.11004382379
13080 1075.33329850115
13110 1076.69894148889
13140 1078.16114285743
13170 1079.62413417946
13200 1081.15450725428
13230 1060.57258831942
13260 1062.20530825209
13290 1063.62060397913
