#time mass lmass1 lmass2 lmass3 lmass4 lmass_{tot}
530 0.464423988030738 0.0100670570760835 0.17257461163946 0.247478805636361 0.0343035136788331 0.464423988030738
540 0.464044171637892 0.0103721936647314 0.175115207352853 0.246488482580738 0.0320682880395706 0.464044171637892
550 0.463667824660517 0.0106817205157546 0.177628769782874 0.245430269650257 0.0299270647116316 0.463667824660517
560 0.463294874258445 0.0109955952793715 0.180115481358623 0.244306213673118 0.0278775839473317 0.463294874258445
570 0.46292526378887 0.0113137278611229 0.182575595944244 0.243118256311083 0.0259176836724196 0.46292526378887
580 0.462558925722485 0.0116360676373137 0.185009349372034 0.241868221498014 0.0240452872151237 0.462558925722485
590 0.462195807551822 0.0119625273276453 0.187417010436372 0.240557848103057 0.0222584216847481 0.462195807551823
600 0.461835831805752 0.0122931176765889 0.189798721943154 0.239188784334212 0.0205552078517971 0.461835831805752
610 0.461478924428081 0.0126278527438526 0.19215460690415 0.237762602127157 0.0189338626529216 0.461478924428081
620 0.461125027312407 0.012966701024727 0.194484845791486 0.236280793335352 0.0173926871608427 0.461125027312407
630 0.460774103626442 0.013309551572722 0.196789766529137 0.23474474696556 0.0159300385590222 0.460774103626442
640 0.460426098541204 0.0136563692598133 0.199069588534976 0.233155779576855 0.0145443611695601 0.460426098541204
650 0.460080974273298 0.0140070661699124 0.20132460621603 0.231515129285039 0.013234172602316 0.460080974273298
660 0.459738704749152 0.0143615227710436 0.203555152774049 0.22982396350446 0.0119980656995999 0.459738704749153
670 0.459399266560965 0.0147196196602568 0.205761558440754 0.22808338046766 0.0108347079922936 0.459399266560964
680 0.459062629169544 0.0150812644044363 0.207944139178809 0.226294395352593 0.00974283023370586 0.459062629169544
690 0.458728759874213 0.0154463787916989 0.2101031980732 0.224457950522122 0.00872123248719193 0.458728759874213
700 0.458397628687537 0.0158148863604327 0.212239024265503 0.22257493298302 0.00776878507858055 0.458397628687536
710 0.458069199886172 0.0161867401711689 0.214351861743143 0.22064617408971 0.00688442388214942 0.458069199886172
720 0.457743441357678 0.0165618873801316 0.216441961446955 0.218672451719277 0.00606714081131383 0.457743441357677
730 0.457420310826453 0.0169403230634692 0.218509487651847 0.216654521186756 0.00531597892438057 0.457420310826453
740 0.457099771379877 0.0173220177209467 0.220554662248781 0.214593102581762 0.00462998882838667 0.457099771379877
750 0.456781795768988 0.0177069069204143 0.222577742072926 0.212488958159533 0.0040081886161141 0.456781795768988
760 0.456466350988364 0.0180949429805701 0.224578911337735 0.210343042472018 0.00344945419804175 0.456466350988364
770 0.456153409005604 0.0184860233022929 0.226558351805158 0.208156857062682 0.00295217683547067 0.456153409005604
780 0.455842932417995 0.0188799618813823 0.228516070768917 0.205933774433245 0.00251312533445073 0.455842932417995
790 0.455534871188981 0.0192764549621994 0.230451832873147 0.203679778564795 0.00212680478883927 0.455534871188981
800 0.455229177971096 0.0196752323121334 0.232365456188619 0.201400187151041 0.00178830231930146 0.455229177971096
810 0.454925797579346 0.0200760014344116 0.234256675881942 0.199101088326314 0.00149203193667854 0.454925797579346
820 0.454624686568758 0.0204785741312468 0.236125437947495 0.196786254018512 0.00123442047150409 0.454624686568758
830 0.454325805727925 0.0208828155802221 0.2379717787189 0.194458378905758 0.00101283252304556 0.454325805727925
840 0.454029119016436 0.0212885571973765 0.239795696991469 0.192120606400478 0.000824258427111858 0.454029119016436
850 0.453734577280887 0.0216956787724586 0.241597174720594 0.189775912368609 0.000665811419225057 0.453734577280887
860 0.453442131318399 0.0221040191394666 0.243376120161609 0.187428020814199 0.000533971203124198 0.453442131318399
870 0.453151721146744 0.0225134320582616 0.245132338566594 0.185081113969924 0.000424836551964929 0.453151721146744
880 0.452863280163598 0.0229238340411649 0.246865653774602 0.182738725432085 0.000335066915745356 0.452863280163598
890 0.452576760940244 0.0233351020733977 0.24857601732094 0.180403913860032 0.000261727685874043 0.452576760940244
900 0.452292123544132 0.0237471303217468 0.250263460302844 0.178079050983261 0.000202481936279968 0.452292123544132
910 0.452009330359872 0.024159819492436 0.251928030320685 0.175766306944584 0.000155173602166692 0.452009330359872
920 0.4517283429453 0.0245730759549963 0.253569772675869 0.173467812725022 0.000117681589412949 0.451728342945301
930 0.451449125684644 0.0249868221074997 0.255188764980451 0.171185314082932 8.82245137614295e-05 0.451449125684644
940 0.45117164690618 0.025400993425205 0.256785123406956 0.168920155783409 6.5374290610093e-05 0.45117164690618
950 0.450895877035965 0.025815530354557 0.258358975742025 0.166673522497199 4.78484421841628e-05 0.450895877035965
960 0.450621788863497 0.0262303860101279 0.259910477073756 0.164446285052249 3.46407273632038e-05 0.450621788863497
970 0.450349354494856 0.0266455111020029 0.261439768429187 0.162239409324068 2.46656395986892e-05 0.450349354494856
980 0.450078549463427 0.0270608557511036 0.262947005692316 0.160053721275328 1.69667446792725e-05 0.450078549463427
990 0.449809351910175 0.027476401059116 0.264432397663347 0.157889415688769 1.11374989427591e-05 0.449809351910175
1000 0.449541744782578 0.0278921303729358 0.265896180373471 0.155746432579906 7.00145626489185e-06 0.449541744782578
1010 0.449275709388453 0.0283080190255109 0.26733856262303 0.153624946817497 4.18092241537987e-06 0.449275709388453
1020 0.449011225516672 0.0287240412285322 0.268759734686927 0.151525250831332 2.19876988086144e-06 0.449011225516671
1030 0.448748277359769 0.0291401805601684 0.270159920857384 0.149447283528172 8.92414044661887e-07 0.448748277359769
1040 0.448486850095637 0.029556425635008 0.271539355379212 0.147390860594663 2.0848675499274e-07 0.448486850095637
1050 0.448226927744799 0.0299727640758805 0.272898256832537 0.145355894032952 1.28034289795913e-08 0.448226927744799
1060 0.447968492526893 0.0303891783190104 0.27423681770961 0.143342496498273 0 0.447968492526893
1070 0.447711527805661 0.030805657332688 0.275555242360397 0.141350628112575 0 0.44771152780566
1080 0.447456020700517 0.031222190223118 0.276853754594765 0.139380075882634 0 0.447456020700517
1090 0.447201957716433 0.0316387699994147 0.278132572174002 0.137430615543017 0 0.447201957716433
1100 0.446949325553582 0.0320553895415832 0.279391910894222 0.135502025117776 0 0.446949325553582
1110 0.44669811119467 0.0324720419999529 0.280631981354591 0.133594087840126 0 0.44669811119467
1120 0.446448301840927 0.0328887203572838 0.281852992072866 0.131706589410778 0 0.446448301840927
1130 0.446199884981126 0.0333054176346315 0.283055147496335 0.12983931985016 0 0.446199884981126
1140 0.445952848158957 0.0337221275532908 0.284238647729277 0.127992072876389 0 0.445952848158957
1150 0.445707178718869 0.0341388450263185 0.285403689427406 0.126164644265145 0 0.445707178718869
1160 0.445462864434994 0.0345555644626056 0.286550466052608 0.12435683391978 0 0.445462864434994
1170 0.445219893085252 0.0349722808424508 0.287679168075415 0.122568444167386 0 0.445219893085252
1180 0.444978252547252 0.0353889896909243 0.288789981820261 0.120799281036066 0 0.444978252547252
1190 0.44473793122682 0.0358056854515252 0.289883092061517 0.119049153713779 0 0.44473793122682
1200 0.444498917684854 0.0362223627893441 0.290958680344431 0.117317874551079 0 0.444498917684854
1210 0.444261200486622 0.0366390170424661 0.292016924692286 0.11560525875187 0 0.444261200486622
1220 0.444024768320574 0.0370556438561171 0.293057999888579 0.113911124575878 0 0.444024768320574
1230 0.443789609977493 0.0374722388817395 0.294082079306311 0.112235291789443 0 0.443789609977493
1240 0.443555714658514 0.0378887975142117 0.295089332110967 0.110577585033335 0 0.443555714658514
1250 0.443323071473129 0.0383053157334633 0.296079925691969 0.108937830047696 0 0.443323071473129
1260 0.443091669584401 0.0387217900477453 0.297054023998551 0.107315855538105 0 0.443091669584401
1270 0.442861498710032 0.039138215855163 0.298011789221018 0.105711493633851 0 0.442861498710032
1280 0.442632548330566 0.0395545897401235 0.298953380640011 0.104124577950431 0 0.442632548330566
1290 0.44240480831711 0.0399709076633717 0.299878955484169 0.102554945169569 0 0.44240480831711
1300 0.442178268132117 0.0403871673476347 0.300788667420356 0.101002433364127 0 0.442178268132117
1310 0.441952917855166 0.0408033651930379 0.301682668608025 0.0994668840541024 0 0.441952917855166
1320 0.441728747598508 0.0412194980328398 0.302561108537709 0.097948141027959 0 0.441728747598508
1330 0.441505747393386 0.0416355632984749 0.303424134713163 0.0964460493817483 0 0.441505747393386
1340 0.441283907680808 0.0420515577999008 0.304271892316228 0.0949604575646792 0 0.441283907680808
1350 0.441063218725744 0.0424674792199563 0.305104524408512 0.0934912150972752 0 0.441063218725744
1360 0.440843671441774 0.0428833238767342 0.305922172336961 0.0920381752280791 0 0.440843671441774
1370 0.440625256291648 0.0432990898112337 0.306724974655946 0.0906011918244685 0 0.440625256291648
1380 0.440407964082792 0.0437147744579734 0.307513068397574 0.0891801212272437 0 0.440407964082791
1390 0.440191785694851 0.0441303754953021 0.308286588366425 0.0877748218331236 0 0.44019178569485
1400 0.439976712018596 0.0445458909815439 0.309045667261952 0.0863851537751001 0 0.439976712018596
1410 0.439762733150696 0.0449613219390581 0.309790433228675 0.0850109779829631 0 0.439762733150696
1420 0.439549841306868 0.0453766631431862 0.310521018011359 0.0836521601523232 0 0.439549841306868
1430 0.439338027884298 0.0457919123530222 0.311237549027423 0.0823085665038531 0 0.439338027884298
1440 0.439127284465263 0.0462070670464795 0.311940152647833 0.0809800647709502 0 0.439127284465263
1450 0.438917602581491 0.0466221254036239 0.312628952311436 0.0796665248664306 0 0.438917602581491
1460 0.438708973787445 0.047037085740404 0.313304070451614 0.0783678175954265 0 0.438708973787445
1470 0.438501389781314 0.0474519464756628 0.313965627036148 0.0770838162695032 0 0.438501389781314
1480 0.438294842225595 0.0478667063106975 0.314613741060234 0.0758143948546633 0 0.438294842225595
1490 0.438089323235239 0.0482813631979058 0.315248529277766 0.074559430759567 0 0.438089323235239
1500 0.437884824884554 0.0486959153414541 0.315870107694613 0.0733188018484869 0 0.437884824884554
1510 0.437681339066706 0.0491103618918775 0.316478589887018 0.0720923872878106 0 0.437681339066706
1520 0.437478857926716 0.0495247015518446 0.317074088343141 0.0708800680317303 0 0.437478857926716
1530 0.437277373561739 0.0499389335297977 0.317656713593349 0.0696817264385921 0 0.437277373561739
1540 0.437076878271982 0.0503530567224081 0.318226575037053 0.0684972465125212 0 0.437076878271982
1550 0.436877364629293 0.0507670694908236 0.318783781170107 0.067326513968362 0 0.436877364629293
1560 0.436678825016339 0.0511809710801582 0.319328438488115 0.066169415448066 0 0.436678825016339
1570 0.436481251990724 0.0515947605645857 0.319860652009781 0.0650258394163574 0 0.436481251990724
1580 0.436284638262365 0.0520084368018543 0.320380525815688 0.0638956756448236 0 0.436284638262366
1590 0.436088976527405 0.0524219989996761 0.32088816237117 0.0627788151565587 0 0.436088976527405
1600 0.435894259566785 0.0528354463335026 0.321383663165252 0.0616751500680304 0 0.435894259566785
1610 0.435700480404787 0.0532487775788413 0.321867128466958 0.0605845743589876 0 0.435700480404787
1620 0.435507631927548 0.0536619921930414 0.322338656897719 0.0595069828367873 0 0.435507631927548
1630 0.435315707288905 0.0540750890725945 0.322798346358803 0.0584422718575077 0 0.435315707288905
1640 0.435124699525443 0.0544880677104212 0.323246293261923 0.0573903385530991 0 0.435124699525443
1650 0.434934601875669 0.0549009272854378 0.323682592914532 0.0563510816756992 0 0.434934601875669
1660 0.434745407744692 0.0553136667064795 0.324107339769578 0.0553244012686353 0 0.434745407744693
1670 0.434557110017809 0.0557262868402225 0.324520625207785 0.054310197969802 0 0.434557110017809
1680 0.434369702403047 0.056138785997629 0.324922542678042 0.0533083737273764 0 0.434369702403047
1690 0.434183176371174 0.0565511701809148 0.32531317618982 0.0523188300004393 0 0.434183176371174
1700 0.433997527391334 0.0569634325555453 0.325692621945697 0.0513414728900919 0 0.433997527391334
1710 0.433812749451541 0.0573755714112144 0.32606096973242 0.0503762083079063 0 0.43381274945154
1720 0.433628836364504 0.0577875858477775 0.326418307529282 0.0494229429874447 0 0.433628836364504
1730 0.433445781923718 0.0581994751475407 0.326764722635658 0.048481584140519 0 0.433445781923718
1740 0.433263579886109 0.0586112390431259 0.327100300526251 0.0475520403167324 0 0.433263579886109
1750 0.433082224084558 0.0590228771889987 0.327425126054812 0.0466342208407476 0 0.433082224084559
1760 0.432901708432193 0.0594343891539749 0.327739283434843 0.0457280358433745 0 0.432901708432193
1770 0.432722027119511 0.0598457739462246 0.328042856028359 0.0448333971449276 0 0.432722027119511
1780 0.432543174409041 0.0602570305393375 0.328335926405016 0.0439502174646884 0 0.432543174409041
1790 0.432365144606493 0.0606681579351838 0.328618576407274 0.0430784102640361 0 0.432365144606494
1800 0.432187932101585 0.0610791550123792 0.328890887380175 0.0422178897090301 0 0.432187932101585
1810 0.432011531209591 0.0614900211651439 0.32915293901837 0.0413685710260772 0 0.432011531209591
1820 0.431835935594994 0.0619007580086444 0.329404808354879 0.0405303692314713 0 0.431835935594994
1830 0.431661139868729 0.0623113643762961 0.329646573987351 0.0397032015050819 0 0.431661139868729
1840 0.431487138399997 0.0627218400540741 0.329878312868175 0.0388869854777481 0 0.431487138399997
1850 0.431313925653634 0.0631321846454273 0.330100101600704 0.0380816394075022 0 0.431313925653634
1860 0.431141496344355 0.0635423970924848 0.330312016825194 0.0372870824266764 0 0.431141496344355
1870 0.430969843028812 0.063952483823277 0.330514125732306 0.0365032334732286 0 0.430969843028812
1880 0.430798961837283 0.0643624393859325 0.330706508503889 0.0357300139474611 0 0.430798961837283
1890 0.430628847958432 0.0647722618067328 0.330889240108421 0.0349673460432787 0 0.430628847958432
1900 0.430459495915328 0.0651819514145952 0.331062392631777 0.034215151868956 0 0.430459495915328
1910 0.430290900853697 0.0655915065984029 0.331226039755012 0.033473354500282 0 0.430290900853697
1920 0.430123057763199 0.0660009265257128 0.331380253254683 0.0327418779828034 0 0.430123057763199
1930 0.429955961533266 0.0664102108269541 0.331525103875672 0.0320206468306393 0 0.429955961533266
1940 0.429789606938626 0.0668193595133978 0.331660661948321 0.0313095854769068 0 0.429789606938626
1950 0.429623988885572 0.0672283725117359 0.331786996465892 0.0306086199079445 0 0.429623988885572
1960 0.429459103198818 0.0676372467833704 0.331904179308414 0.0299176771070336 0 0.429459103198817
1970 0.429294944202043 0.0680459843449261 0.332012276563166 0.0292366832939512 0 0.429294944202043
1980 0.429131506707577 0.0684545857985981 0.332111355013262 0.0285655658957173 0 0.429131506707577
1990 0.428968787144363 0.0688630465265093 0.332201486525793 0.0279042540920603 0 0.428968787144363
2000 0.428806779452763 0.0692713702492374 0.33228273358358 0.0272526756199457 0 0.428806779452763
2010 0.42864547958226 0.0696795542481675 0.332355164739362 0.0266107605947307 0 0.42864547958226
2020 0.428484883245173 0.0700875966770316 0.332418847251794 0.0259784393163471 0 0.428484883245173
2030 0.428324984958427 0.0704954996769224 0.332473843964522 0.0253556413169829 0 0.428324984958427
2040 0.428165780984084 0.0709032598415467 0.332520222758224 0.0247422983843134 0 0.428165780984084
2050 0.428007266980916 0.0713108759054014 0.332558048624407 0.0241383424511075 0 0.428007266980916
2060 0.427849437651967 0.0717183498262314 0.332587382843043 0.0235437049826919 0 0.427849437651967
2070 0.427692288529164 0.0721256809215442 0.33260828911432 0.0229583184933 0 0.427692288529164
2080 0.427535815412773 0.0725328677090307 0.332620831639374 0.0223821160643689 0 0.427535815412773
2090 0.427380013667213 0.072939910302017 0.332625072279799 0.0218150310853972 0 0.427380013667214
2100 0.427224879289353 0.0733468068680316 0.332621074390164 0.0212569980311571 0 0.427224879289353
2110 0.427070407575773 0.0737535578816815 0.33260889888685 0.0207079508072421 0 0.427070407575773
2120 0.42691659425079 0.0741601625828246 0.332588607278011 0.0201678243899541 0 0.42691659425079
2130 0.42676343505056 0.0745666202018714 0.332560260960893 0.0196365538877951 0 0.42676343505056
2140 0.426610925641703 0.0749729303410152 0.332523920356386 0.0191140749443021 0 0.426610925641703
2150 0.42645906264756 0.0753790894986689 0.332479648968799 0.0186003241800921 0 0.42645906264756
2160 0.426307842073313 0.0757850962918447 0.332427507727769 0.0180952380536992 0 0.426307842073313
2170 0.426157259027571 0.0761909524306535 0.332367553724285 0.0175987528726324 0 0.426157259027571
2180 0.426007309472312 0.0765966568453997 0.332299846857847 0.0171108057690658 0 0.426007309472312
2190 0.42585798928455 0.0770022088066036 0.332224446421899 0.0166313340560473 0 0.42585798928455
2200 0.425709294539754 0.0774076070470801 0.332141411803367 0.0161602756893071 0 0.425709294539754
2210 0.425561221174843 0.0778128507763156 0.33205080180278 0.0156975685957471 0 0.425561221174843
2220 0.425413765287399 0.078217938751326 0.331952675384646 0.0152431511514277 0 0.4254137652874
2230 0.425266922922551 0.0786228699411273 0.33184709112924 0.0147969618521827 0 0.425266922922551
2240 0.425120690244954 0.079027643010299 0.331734107573185 0.0143589396614701 0 0.425120690244954
2250 0.42497506337792 0.0794322568238804 0.331613782778593 0.0139290237754467 0 0.42497506337792
2260 0.424830038552614 0.0798367099232419 0.331486175020169 0.0135071536092034 0 0.424830038552614
2270 0.424685611915437 0.0802410011502227 0.331351342168376 0.0130932685968386 0 0.424685611915437
2280 0.424541779626556 0.0806451293724847 0.331209341775315 0.0126873084787565 0 0.424541779626556
2290 0.424398537529335 0.0810490945417432 0.331060230082451 0.0122892129051406 0 0.424398537529335
2300 0.42425588218223 0.0814528942864597 0.33090406565324 0.0118989222425304 0 0.42425588218223
2310 0.424113810080523 0.081856526452301 0.330740906784438 0.0115163768437834 0 0.424113810080523
2320 0.423972317409755 0.0822599899320771 0.330570810556958 0.01114151692072 0 0.423972317409755
2330 0.42383140056019 0.082663282982101 0.330393834569157 0.0107742830089325 0 0.42383140056019
2340 0.423691055935424 0.0830664038297741 0.330210036388609 0.0104146157170405 0 0.423691055935424
2350 0.423551279980931 0.0834693505713213 0.330019473693713 0.0100624557158967 0 0.423551279980931
2360 0.42341206894783 0.083872121955803 0.329822203421704 0.00971774357032254 0 0.423412068947829
2370 0.423273419671638 0.0842747147988716 0.329618284586271 0.00938042028649523 0 0.423273419671638
2380 0.423135328423159 0.0846771278000725 0.329407774114258 0.00905042650882896 0 0.423135328423159
2390 0.422997791734857 0.0850793587699245 0.329190729982432 0.00872770298250057 0 0.422997791734857
2400 0.422860806027855 0.0854814058716393 0.328967209852539 0.00841219030367653 0 0.422860806027855
2410 0.422724368029307 0.0858832662796478 0.328737272351844 0.00810382939781493 0 0.422724368029307
2420 0.422588474105974 0.0862849383062322 0.328500975107319 0.0078025606924231 0 0.422588474105974
2430 0.422453120740654 0.0866864198714675 0.328258376201023 0.00750832466816376 0 0.422453120740654
2440 0.42231830454242 0.0870877084507361 0.328009534302234 0.0072210617894502 0 0.422318304542421
2450 0.422184021131636 0.0874888048245077 0.327754504391891 0.00694071191523704 0 0.422184021131636
2460 0.42205026764135 0.0878897045990795 0.327493347698696 0.00666721534357484 0 0.42205026764135
2470 0.421917041122617 0.0882904036235475 0.327226125306553 0.00640051219251615 0 0.421917041122617
2480 0.42178433815371 0.0886908992841975 0.326952896758109 0.00614054211140294 0 0.42178433815371
2490 0.421652155373411 0.0890911886778746 0.326673722270312 0.00588724442522354 0 0.42165215537341
2500 0.421520489532435 0.0894912684669756 0.32638866278781 0.00564055827764975 0 0.421520489532435
2510 0.42138933727417 0.0898911356329241 0.326097779059446 0.00540042258180018 0 0.42138933727417
2520 0.421258695199144 0.0902907871537431 0.325801132428879 0.00516677561652211 0 0.421258695199144
2530 0.421128560099796 0.0906902193245424 0.32549878516869 0.00493955560656335 0 0.421128560099796
2540 0.420998928570326 0.0910894289800615 0.325190799445076 0.00471870014518778 0 0.420998928570326
2550 0.420869797335073 0.0914884124176672 0.324877238436346 0.00450414648105936 0 0.420869797335073
2560 0.420741163099989 0.0918871658584301 0.324558165961107 0.00429583128045217 0 0.420741163099989
2570 0.420613022800991 0.0922856846108202 0.324233647436127 0.00409369075404368 0 0.420613022800991
2580 0.420485373046611 0.0926839649755392 0.323903747582575 0.00389766048849754 0 0.420485373046611
2590 0.420358210393066 0.0930820032656116 0.323568531762922 0.00370767536453182 0 0.420358210393066
2600 0.420231531625953 0.0934797948516396 0.323228067099134 0.00352366967517947 0 0.420231531625953
2610 0.420105333427577 0.0938773352817929 0.32288242119093 0.00334557695485399 0 0.420105333427577
2620 0.41997961262306 0.0942746194368676 0.322531663148258 0.00317333003793499 0 0.41997961262306
2630 0.419854366007485 0.0946716420896807 0.322175863041357 0.00300686087644755 0 0.419854366007485
2640 0.419729590105994 0.0950683986826737 0.321815091131083 0.00284610029223673 0 0.419729590105994
2650 0.419605281856922 0.0954648830657219 0.321449420307144 0.00269097848405556 0 0.419605281856922
2660 0.419481437817991 0.0958610901095617 0.321078923333343 0.00254142437508629 0 0.419481437817991
2670 0.419358054796153 0.0962570135850767 0.320703675275689 0.00239736593538706 0 0.419358054796153
2680 0.419235129405077 0.096652647623024 0.320323751952091 0.00225872982996163 0 0.419235129405077
2690 0.41911265828296 0.0970479859915189 0.319939230716029 0.00212544157541195 0 0.41911265828296
2700 0.418990636854966 0.0974430263003636 0.319550185493289 0.00199742506131319 0 0.418990636854966
2710 0.418869062999154 0.0978377573566711 0.319156702463406 0.00187460317907635 0 0.418869062999154
2720 0.418747933330545 0.0982321719327782 0.318758864416092 0.00175689698167464 0 0.418747933330545
2730 0.418627244486197 0.0986262623464631 0.318356756183247 0.00164422595648694 0 0.418627244486197
2740 0.418506993106155 0.0990200204717015 0.317950464840184 0.00153650779426979 0 0.418506993106155
2750 0.418387175781639 0.0994134379001719 0.31754007957259 0.0014336583088766 0 0.418387175781638
2760 0.418267789179338 0.0998065054770269 0.317125692390877 0.00133559131143398 0 0.418267789179338
2770 0.418148829706359 0.100199214424041 0.316707396864283 0.00124221841803558 0 0.418148829706359
2780 0.41803029388017 0.100591555033082 0.31628528986043 0.001153448986657 0 0.418030293880169
2790 0.417912178219791 0.100983516985691 0.315859471366581 0.00106918986751843 0 0.41791217821979
2800 0.417794479158506 0.10137508962158 0.315430044283882 0.000989345253044353 0 0.417794479158506
2810 0.417677193275433 0.101766261103678 0.314997115604415 0.00091381656734108 0 0.417677193275433
2820 0.417560316783121 0.102157020119208 0.314560794560318 0.000842502103594881 0 0.417560316783121
2830 0.417443845818292 0.102547354838851 0.31412119406315 0.000775296916290516 0 0.417443845818292
2840 0.417327776907825 0.102937251239884 0.313678433055426 0.000712092612514803 0 0.417327776907825
2850 0.417212106305962 0.103326695330026 0.313232633995625 0.000652776980310418 0 0.417212106305962
2860 0.4170968302574 0.103715672178741 0.312783924298786 0.000597233779872221 0 0.4170968302574
