#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	volIntegrate(rhoeps)	volIntegrate(rho)
              199	1.0416800514e-01	1.0416820822e-01
              200	1.0416797772e-01	1.0416818080e-01
              201	1.0416795039e-01	1.0416815347e-01
              202	1.0416792332e-01	1.0416812639e-01
              203	1.0416789628e-01	1.0416809936e-01
              204	1.0416786952e-01	1.0416807260e-01
              205	1.0416784276e-01	1.0416804584e-01
              206	1.0416781618e-01	1.0416801925e-01
              207	1.0416778968e-01	1.0416799275e-01
              208	1.0416776325e-01	1.0416796632e-01
              209	1.0416773692e-01	1.0416793999e-01
              210	1.0416771078e-01	1.0416791385e-01
              211	1.0416768488e-01	1.0416788795e-01
              212	1.0416765908e-01	1.0416786214e-01
              213	1.0416763328e-01	1.0416783635e-01
              214	1.0416760760e-01	1.0416781067e-01
              215	1.0416758191e-01	1.0416778497e-01
              216	1.0416755631e-01	1.0416775938e-01
              217	1.0416753109e-01	1.0416773416e-01
              218	1.0416750590e-01	1.0416770896e-01
              219	1.0416748085e-01	1.0416768391e-01
              220	1.0416745588e-01	1.0416765894e-01
              221	1.0416743095e-01	1.0416763402e-01
              222	1.0416740617e-01	1.0416760923e-01
              223	1.0416738145e-01	1.0416758451e-01
              224	1.0416735688e-01	1.0416755995e-01
              225	1.0416733237e-01	1.0416753543e-01
              226	1.0416730808e-01	1.0416751114e-01
              227	1.0416728395e-01	1.0416748701e-01
              228	1.0416725982e-01	1.0416746288e-01
              229	1.0416723575e-01	1.0416743881e-01
              230	1.0416721167e-01	1.0416741473e-01
              231	1.0416718778e-01	1.0416739084e-01
              232	1.0416716388e-01	1.0416736694e-01
              233	1.0416714013e-01	1.0416734319e-01
              234	1.0416711662e-01	1.0416731968e-01
              235	1.0416709302e-01	1.0416729608e-01
              236	1.0416706965e-01	1.0416727271e-01
              237	1.0416704628e-01	1.0416724934e-01
              238	1.0416702305e-01	1.0416722610e-01
              239	1.0416699982e-01	1.0416720287e-01
              240	1.0416697696e-01	1.0416718002e-01
              241	1.0416695402e-01	1.0416715708e-01
              242	1.0416693114e-01	1.0416713420e-01
              243	1.0416690821e-01	1.0416711127e-01
              244	1.0416688541e-01	1.0416708846e-01
              245	1.0416686282e-01	1.0416706588e-01
              246	1.0416684043e-01	1.0416704349e-01
              247	1.0416681779e-01	1.0416702085e-01
              248	1.0416679540e-01	1.0416699846e-01
              249	1.0416677312e-01	1.0416697618e-01
              250	1.0416675100e-01	1.0416695406e-01
              251	1.0416672877e-01	1.0416693183e-01
              252	1.0416670672e-01	1.0416690978e-01
              253	1.0416668475e-01	1.0416688780e-01
              254	1.0416666296e-01	1.0416686602e-01
              255	1.0416664111e-01	1.0416684417e-01
              256	1.0416661938e-01	1.0416682244e-01
              257	1.0416659772e-01	1.0416680077e-01
              258	1.0416657607e-01	1.0416677913e-01
              259	1.0416655463e-01	1.0416675769e-01
              260	1.0416653314e-01	1.0416673620e-01
              261	1.0416651183e-01	1.0416671489e-01
              262	1.0416649066e-01	1.0416669372e-01
              263	1.0416646947e-01	1.0416667252e-01
              264	1.0416644839e-01	1.0416665145e-01
              265	1.0416642735e-01	1.0416663041e-01
              266	1.0416640642e-01	1.0416660947e-01
              267	1.0416638545e-01	1.0416658851e-01
              268	1.0416636473e-01	1.0416656779e-01
              269	1.0416634401e-01	1.0416654707e-01
              270	1.0416632324e-01	1.0416652630e-01
              271	1.0416630251e-01	1.0416650557e-01
              272	1.0416628195e-01	1.0416648501e-01
              273	1.0416626147e-01	1.0416646453e-01
              274	1.0416624104e-01	1.0416644410e-01
              275	1.0416622064e-01	1.0416642370e-01
              276	1.0416620042e-01	1.0416640348e-01
              277	1.0416618033e-01	1.0416638339e-01
              278	1.0416616023e-01	1.0416636329e-01
              279	1.0416614018e-01	1.0416634324e-01
              280	1.0416612004e-01	1.0416632310e-01
              281	1.0416610004e-01	1.0416630311e-01
              282	1.0416608018e-01	1.0416628324e-01
              283	1.0416606034e-01	1.0416626340e-01
              284	1.0416604046e-01	1.0416624352e-01
              285	1.0416602067e-01	1.0416622373e-01
              286	1.0416600109e-01	1.0416620415e-01
              287	1.0416598142e-01	1.0416618448e-01
              288	1.0416596187e-01	1.0416616493e-01
              289	1.0416594232e-01	1.0416614538e-01
              290	1.0416592296e-01	1.0416612602e-01
              291	1.0416590364e-01	1.0416610671e-01
              292	1.0416588451e-01	1.0416608757e-01
              293	1.0416586534e-01	1.0416606840e-01
              294	1.0416584616e-01	1.0416604923e-01
              295	1.0416582705e-01	1.0416603012e-01
              296	1.0416580818e-01	1.0416601124e-01
              297	1.0416578929e-01	1.0416599236e-01
              298	1.0416577030e-01	1.0416597337e-01
              299	1.0416575144e-01	1.0416595450e-01
              300	1.0416573270e-01	1.0416593577e-01
              301	1.0416571397e-01	1.0416591704e-01
              302	1.0416569533e-01	1.0416589840e-01
              303	1.0416567660e-01	1.0416587967e-01
              304	1.0416565802e-01	1.0416586109e-01
              305	1.0416563956e-01	1.0416584263e-01
              306	1.0416562108e-01	1.0416582415e-01
              307	1.0416560255e-01	1.0416580563e-01
              308	1.0416558410e-01	1.0416578718e-01
              309	1.0416556569e-01	1.0416576876e-01
              310	1.0416554751e-01	1.0416575058e-01
              311	1.0416552930e-01	1.0416573238e-01
              312	1.0416551106e-01	1.0416571414e-01
              313	1.0416549297e-01	1.0416569604e-01
              314	1.0416547474e-01	1.0416567781e-01
              315	1.0416545668e-01	1.0416565976e-01
              316	1.0416543873e-01	1.0416564181e-01
              317	1.0416542076e-01	1.0416562384e-01
              318	1.0416540304e-01	1.0416560612e-01
              319	1.0416538524e-01	1.0416558832e-01
              320	1.0416536750e-01	1.0416557058e-01
              321	1.0416534974e-01	1.0416555283e-01
              322	1.0416533206e-01	1.0416553515e-01
              323	1.0416531448e-01	1.0416551756e-01
              324	1.0416529686e-01	1.0416549994e-01
              325	1.0416527929e-01	1.0416548237e-01
              326	1.0416526174e-01	1.0416546482e-01
              327	1.0416524425e-01	1.0416544734e-01
              328	1.0416522691e-01	1.0416543000e-01
              329	1.0416520948e-01	1.0416541257e-01
              330	1.0416519202e-01	1.0416539511e-01
              331	1.0416517483e-01	1.0416537792e-01
              332	1.0416515763e-01	1.0416536071e-01
              333	1.0416514032e-01	1.0416534340e-01
              334	1.0416512320e-01	1.0416532629e-01
              335	1.0416510609e-01	1.0416530918e-01
              336	1.0416508913e-01	1.0416529222e-01
              337	1.0416507211e-01	1.0416527520e-01
              338	1.0416505512e-01	1.0416525821e-01
              339	1.0416503817e-01	1.0416524126e-01
              340	1.0416502129e-01	1.0416522438e-01
              341	1.0416500447e-01	1.0416520756e-01
              342	1.0416498773e-01	1.0416519082e-01
              343	1.0416497103e-01	1.0416517412e-01
              344	1.0416495436e-01	1.0416515745e-01
              345	1.0416493760e-01	1.0416514070e-01
              346	1.0416492098e-01	1.0416512408e-01
              347	1.0416490450e-01	1.0416510760e-01
              348	1.0416488797e-01	1.0416509107e-01
              349	1.0416487152e-01	1.0416507462e-01
              350	1.0416485512e-01	1.0416505822e-01
              351	1.0416483855e-01	1.0416504165e-01
              352	1.0416482224e-01	1.0416502534e-01
              353	1.0416480578e-01	1.0416500888e-01
              354	1.0416478941e-01	1.0416499252e-01
              355	1.0416477321e-01	1.0416497632e-01
              356	1.0416475706e-01	1.0416496016e-01
              357	1.0416474086e-01	1.0416494396e-01
              358	1.0416472475e-01	1.0416492786e-01
              359	1.0416470874e-01	1.0416491185e-01
              360	1.0416469278e-01	1.0416489589e-01
              361	1.0416467675e-01	1.0416487987e-01
              362	1.0416466072e-01	1.0416486384e-01
              363	1.0416464470e-01	1.0416484782e-01
              364	1.0416462882e-01	1.0416483194e-01
              365	1.0416461301e-01	1.0416481612e-01
              366	1.0416459719e-01	1.0416480030e-01
              367	1.0416458124e-01	1.0416478435e-01
              368	1.0416456553e-01	1.0416476865e-01
              369	1.0416454974e-01	1.0416475286e-01
              370	1.0416453410e-01	1.0416473722e-01
              371	1.0416451839e-01	1.0416472151e-01
              372	1.0416450271e-01	1.0416470584e-01
              373	1.0416448708e-01	1.0416469020e-01
              374	1.0416447154e-01	1.0416467466e-01
              375	1.0416445606e-01	1.0416465919e-01
              376	1.0416444054e-01	1.0416464366e-01
              377	1.0416442502e-01	1.0416462814e-01
              378	1.0416440961e-01	1.0416461274e-01
              379	1.0416439416e-01	1.0416459729e-01
              380	1.0416437867e-01	1.0416458180e-01
              381	1.0416436336e-01	1.0416456649e-01
              382	1.0416434816e-01	1.0416455129e-01
              383	1.0416433293e-01	1.0416453606e-01
              384	1.0416431780e-01	1.0416452093e-01
              385	1.0416430260e-01	1.0416450574e-01
              386	1.0416428764e-01	1.0416449077e-01
              387	1.0416427261e-01	1.0416447575e-01
              388	1.0416425750e-01	1.0416446064e-01
              389	1.0416424247e-01	1.0416444561e-01
              390	1.0416422743e-01	1.0416443057e-01
              391	1.0416421242e-01	1.0416441556e-01
              392	1.0416419757e-01	1.0416440071e-01
              393	1.0416418271e-01	1.0416438585e-01
              394	1.0416416775e-01	1.0416437089e-01
              395	1.0416415302e-01	1.0416435616e-01
              396	1.0416413815e-01	1.0416434130e-01
              397	1.0416412351e-01	1.0416432666e-01
              398	1.0416410878e-01	1.0416431193e-01
              399	1.0416409410e-01	1.0416429725e-01
              400	1.0416407953e-01	1.0416428268e-01
              401	1.0416406480e-01	1.0416426795e-01
              402	1.0416405026e-01	1.0416425341e-01
              403	1.0416403569e-01	1.0416423884e-01
              404	1.0416402120e-01	1.0416422435e-01
              405	1.0416400674e-01	1.0416420989e-01
              406	1.0416399234e-01	1.0416419549e-01
              407	1.0416397779e-01	1.0416418095e-01
              408	1.0416396337e-01	1.0416416653e-01
              409	1.0416394898e-01	1.0416415214e-01
              410	1.0416393466e-01	1.0416413783e-01
              411	1.0416392036e-01	1.0416412352e-01
              412	1.0416390599e-01	1.0416410916e-01
              413	1.0416389180e-01	1.0416409497e-01
              414	1.0416387768e-01	1.0416408085e-01
              415	1.0416386355e-01	1.0416406672e-01
              416	1.0416384929e-01	1.0416405246e-01
              417	1.0416383518e-01	1.0416403835e-01
              418	1.0416382108e-01	1.0416402425e-01
              419	1.0416380712e-01	1.0416401029e-01
              420	1.0416379303e-01	1.0416399621e-01
              421	1.0416377886e-01	1.0416398203e-01
              422	1.0416376468e-01	1.0416396786e-01
              423	1.0416375073e-01	1.0416395390e-01
              424	1.0416373677e-01	1.0416393995e-01
              425	1.0416372298e-01	1.0416392616e-01
              426	1.0416370907e-01	1.0416391225e-01
              427	1.0416369515e-01	1.0416389834e-01
              428	1.0416368142e-01	1.0416388460e-01
              429	1.0416366771e-01	1.0416387089e-01
              430	1.0416365385e-01	1.0416385704e-01
              431	1.0416364006e-01	1.0416384325e-01
              432	1.0416362657e-01	1.0416382975e-01
              433	1.0416361278e-01	1.0416381597e-01
              434	1.0416359908e-01	1.0416380227e-01
              435	1.0416358555e-01	1.0416378874e-01
              436	1.0416357190e-01	1.0416377510e-01
              437	1.0416355831e-01	1.0416376150e-01
              438	1.0416354483e-01	1.0416374802e-01
              439	1.0416353110e-01	1.0416373430e-01
              440	1.0416351767e-01	1.0416372087e-01
              441	1.0416350414e-01	1.0416370734e-01
              442	1.0416349070e-01	1.0416369390e-01
              443	1.0416347718e-01	1.0416368038e-01
              444	1.0416346370e-01	1.0416366691e-01
              445	1.0416345034e-01	1.0416365355e-01
              446	1.0416343690e-01	1.0416364011e-01
              447	1.0416342356e-01	1.0416362677e-01
              448	1.0416341018e-01	1.0416361339e-01
              449	1.0416339676e-01	1.0416359997e-01
              450	1.0416338334e-01	1.0416358655e-01
              451	1.0416337016e-01	1.0416357337e-01
              452	1.0416335690e-01	1.0416356011e-01
              453	1.0416334362e-01	1.0416354684e-01
              454	1.0416333037e-01	1.0416353359e-01
              455	1.0416331711e-01	1.0416352033e-01
              456	1.0416330400e-01	1.0416350721e-01
              457	1.0416329092e-01	1.0416349414e-01
              458	1.0416327796e-01	1.0416348118e-01
              459	1.0416326494e-01	1.0416346817e-01
              460	1.0416325197e-01	1.0416345520e-01
              461	1.0416323893e-01	1.0416344216e-01
              462	1.0416322603e-01	1.0416342926e-01
              463	1.0416321304e-01	1.0416341627e-01
              464	1.0416320012e-01	1.0416340335e-01
              465	1.0416318706e-01	1.0416339029e-01
              466	1.0416317407e-01	1.0416337731e-01
              467	1.0416316113e-01	1.0416336437e-01
              468	1.0416314829e-01	1.0416335153e-01
              469	1.0416313544e-01	1.0416333867e-01
              470	1.0416312250e-01	1.0416332574e-01
              471	1.0416310974e-01	1.0416331298e-01
              472	1.0416309699e-01	1.0416330023e-01
              473	1.0416308422e-01	1.0416328747e-01
              474	1.0416307157e-01	1.0416327481e-01
              475	1.0416305879e-01	1.0416326204e-01
              476	1.0416304612e-01	1.0416324937e-01
              477	1.0416303355e-01	1.0416323680e-01
              478	1.0416302088e-01	1.0416322413e-01
              479	1.0416300830e-01	1.0416321155e-01
              480	1.0416299576e-01	1.0416319901e-01
              481	1.0416298327e-01	1.0416318652e-01
              482	1.0416297061e-01	1.0416317387e-01
              483	1.0416295805e-01	1.0416316131e-01
              484	1.0416294573e-01	1.0416314899e-01
              485	1.0416293329e-01	1.0416313655e-01
              486	1.0416292068e-01	1.0416312394e-01
              487	1.0416290826e-01	1.0416311152e-01
              488	1.0416289598e-01	1.0416309924e-01
              489	1.0416288364e-01	1.0416308691e-01
              490	1.0416287131e-01	1.0416307457e-01
              491	1.0416285890e-01	1.0416306217e-01
              492	1.0416284648e-01	1.0416304975e-01
              493	1.0416283407e-01	1.0416303734e-01
              494	1.0416282171e-01	1.0416302498e-01
              495	1.0416280926e-01	1.0416301254e-01
              496	1.0416279710e-01	1.0416300038e-01
              497	1.0416278488e-01	1.0416298816e-01
              498	1.0416277262e-01	1.0416297590e-01
              499	1.0416276035e-01	1.0416296363e-01
              500	1.0416274811e-01	1.0416295139e-01
              501	1.0416273597e-01	1.0416293925e-01
              502	1.0416272391e-01	1.0416292719e-01
              503	1.0416271176e-01	1.0416291504e-01
              504	1.0416269949e-01	1.0416290278e-01
              505	1.0416268743e-01	1.0416289072e-01
              506	1.0416267521e-01	1.0416287850e-01
              507	1.0416266317e-01	1.0416286646e-01
              508	1.0416265116e-01	1.0416285445e-01
              509	1.0416263911e-01	1.0416284241e-01
              510	1.0416262717e-01	1.0416283047e-01
              511	1.0416261503e-01	1.0416281833e-01
              512	1.0416260312e-01	1.0416280642e-01
              513	1.0416259117e-01	1.0416279447e-01
              514	1.0416257927e-01	1.0416278257e-01
              515	1.0416256744e-01	1.0416277075e-01
              516	1.0416255558e-01	1.0416275889e-01
              517	1.0416254357e-01	1.0416274688e-01
              518	1.0416253173e-01	1.0416273504e-01
              519	1.0416251994e-01	1.0416272325e-01
              520	1.0416250809e-01	1.0416271141e-01
              521	1.0416249637e-01	1.0416269969e-01
              522	1.0416248451e-01	1.0416268783e-01
              523	1.0416247280e-01	1.0416267612e-01
              524	1.0416246105e-01	1.0416266437e-01
              525	1.0416244923e-01	1.0416265255e-01
              526	1.0416243750e-01	1.0416264082e-01
              527	1.0416242582e-01	1.0416262914e-01
              528	1.0416241410e-01	1.0416261742e-01
              529	1.0416240242e-01	1.0416260575e-01
              530	1.0416239076e-01	1.0416259409e-01
              531	1.0416237911e-01	1.0416258244e-01
              532	1.0416236740e-01	1.0416257073e-01
              533	1.0416235571e-01	1.0416255904e-01
              534	1.0416234410e-01	1.0416254743e-01
              535	1.0416233263e-01	1.0416253597e-01
              536	1.0416232104e-01	1.0416252438e-01
              537	1.0416230943e-01	1.0416251276e-01
              538	1.0416229789e-01	1.0416250123e-01
              539	1.0416228641e-01	1.0416248975e-01
              540	1.0416227496e-01	1.0416247831e-01
              541	1.0416226356e-01	1.0416246690e-01
              542	1.0416225215e-01	1.0416245549e-01
              543	1.0416224074e-01	1.0416244409e-01
              544	1.0416222940e-01	1.0416243275e-01
              545	1.0416221805e-01	1.0416242140e-01
              546	1.0416220686e-01	1.0416241022e-01
              547	1.0416219564e-01	1.0416239900e-01
              548	1.0416218445e-01	1.0416238780e-01
              549	1.0416217319e-01	1.0416237655e-01
              550	1.0416216208e-01	1.0416236544e-01
              551	1.0416215077e-01	1.0416235413e-01
              552	1.0416213959e-01	1.0416234296e-01
              553	1.0416212827e-01	1.0416233164e-01
              554	1.0416211708e-01	1.0416232044e-01
              555	1.0416210600e-01	1.0416230937e-01
              556	1.0416209475e-01	1.0416229812e-01
              557	1.0416208377e-01	1.0416228714e-01
              558	1.0416207259e-01	1.0416227596e-01
              559	1.0416206135e-01	1.0416226472e-01
              560	1.0416205011e-01	1.0416225348e-01
              561	1.0416203890e-01	1.0416224228e-01
              562	1.0416202781e-01	1.0416223119e-01
              563	1.0416201671e-01	1.0416222009e-01
              564	1.0416200556e-01	1.0416220894e-01
              565	1.0416199444e-01	1.0416219783e-01
              566	1.0416198334e-01	1.0416218672e-01
              567	1.0416197233e-01	1.0416217572e-01
              568	1.0416196126e-01	1.0416216465e-01
              569	1.0416195026e-01	1.0416215365e-01
              570	1.0416193927e-01	1.0416214266e-01
              571	1.0416192840e-01	1.0416213179e-01
              572	1.0416191739e-01	1.0416212079e-01
              573	1.0416190655e-01	1.0416210994e-01
              574	1.0416189562e-01	1.0416209902e-01
              575	1.0416188478e-01	1.0416208818e-01
              576	1.0416187390e-01	1.0416207731e-01
              577	1.0416186296e-01	1.0416206636e-01
              578	1.0416185199e-01	1.0416205540e-01
              579	1.0416184116e-01	1.0416204456e-01
              580	1.0416183040e-01	1.0416203380e-01
              581	1.0416181966e-01	1.0416202307e-01
              582	1.0416180889e-01	1.0416201230e-01
              583	1.0416179799e-01	1.0416200140e-01
              584	1.0416178718e-01	1.0416199060e-01
              585	1.0416177654e-01	1.0416197996e-01
              586	1.0416176573e-01	1.0416196915e-01
              587	1.0416175502e-01	1.0416195844e-01
              588	1.0416174435e-01	1.0416194777e-01
              589	1.0416173371e-01	1.0416193713e-01
              590	1.0416172309e-01	1.0416192651e-01
              591	1.0416171246e-01	1.0416191589e-01
              592	1.0416170174e-01	1.0416190516e-01
              593	1.0416169110e-01	1.0416189453e-01
              594	1.0416168049e-01	1.0416188392e-01
              595	1.0416166984e-01	1.0416187328e-01
              596	1.0416165930e-01	1.0416186273e-01
              597	1.0416164870e-01	1.0416185214e-01
              598	1.0416163811e-01	1.0416184155e-01
              599	1.0416162743e-01	1.0416183087e-01
              600	1.0416161696e-01	1.0416182040e-01
              601	1.0416160640e-01	1.0416180984e-01
              602	1.0416159578e-01	1.0416179922e-01
